"","eta","beta","c","optimal_time","min_impact"
"1",7951.60919707268,2.63576827058569,0.136705705709755,3343,6.5854008091435e-05
"2",6271.82923723012,2.33329188078642,0.49047534307465,5906,0.000160710108385351
"3",7379.65748086572,2.26525315339677,0.226946465205401,4020,0.000103711752545968
"4",7924.75267313421,2.83865609415807,0.211645322758704,4116,7.93935083033813e-05
"5",7819.39809350297,2.68131304625422,0.499934856500477,6841,0.000123634222862205
"6",7241.03457527235,2.46316930069588,0.21128785610199,3740,9.64284603197837e-05
