"","eta","beta"
"1",7951.60919707268,2.63576827058569
"2",6271.82923723012,2.33329188078642
"3",7379.65748086572,2.26525315339677
"4",7924.75267313421,2.83865609415807
"5",7819.39809350297,2.68131304625422
"6",7241.03457527235,2.46316930069588
