"","eta","beta","c","optimal_time","min_impact"
"1",6571.72674685717,2.40700159268454,0.167027147114277,2994,9.64902229127002e-05
"2",7662.95902058482,2.06887810654007,0.4962731923908,8408,0.000133970332636366
"3",7185.17528707162,2.07812959351577,0.422989336401224,6580,0.000138545804523451
"4",6108.17061550915,2.13206384261139,0.443301628436893,5665,0.000164816824928131
"5",7912.52338234335,2.32923487410881,0.365222135838121,5860,0.000115089989561801
"6",6814.64407173917,2.92234584107064,0.297238244023174,4164,0.000109485059916174
